# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	maguey	n	0.0	C2
W	magus	n	0.0	C2
W	magyar	an	0.0	C2
W	magyarorszag	n	0.0	C2
W	maha	n	0.0	C2
W	mahabharata	n	0.0	C2
W	mahabharatam	n	0.0	C2
W	mahabharatum	n	0.0	C2
W	mahagua	n	0.0	C2
W	mahan	n	0.0	C2
W	maharaja	n	0.0	C2
W	maharajah	n	0.0	C2
W	maharanee	n	0.0	C2
W	maharani	n	0.0	C2
W	maharashtra	n	0.0	C2
W	mahatma	n	0.0	C2
W	mahayana	n	4.0	B2
W	mahayanism	n	0.0	C2
W	mahayanist	n	2.9	C2
W	mahdi	n	0.0	C2
W	mahdism	n	0.0	C2
W	mahdist	n	0.0	C2
W	mahgrib	n	0.0	C2
W	mahican	n	0.0	C2
W	mahimahi	n	0.0	C2
W	mahjong	n	0.0	C2
W	mahler	n	3.4	C1
W	mahlstick	n	0.0	C2
W	mahoe	n	0.0	C2
W	mahogany	n	3.8	B2
W	mahomet	n	0.0	C2
W	mahonia	n	0.0	C2
W	mahound	n	0.0	C2
W	mahout	n	0.0	C2
W	mahratta	n	0.0	C2
W	mahratti	n	0.0	C2
W	mahuang	n	0.0	C2
W	maia	n	0.0	C2
W	maianthemum	n	0.0	C2
W	maid	n	4.4	B1
W	maiden	an	3.2	C1
W	maidenhair	n	0.0	C2
W	maidenhead	n	0.0	C2
W	maidenhood	n	0.0	C2
W	maidenlike	a	0.0	C2
W	maidenliness	n	0.0	C2
W	maidenly	a	0.0	C2
W	maidhood	n	0.0	C2
W	maidism	n	0.0	C2
W	maidservant	n	0.0	C2
W	maidu	n	0.0	C2
W	maiduguri	n	0.0	C2
W	maiger	n	0.0	C2
W	maigre	n	0.0	C2
W	maikoa	n	0.0	C2
W	mail	nv	4.6	B1
W	mailbag	n	0.0	C2
W	mailboat	n	0.0	C2
W	mailbox	n	2.9	C2
W	maildrop	n	0.0	C2
W	mailed	a	4.1	B2
W	mailer	n	3.2	C1
W	mailing	n	3.8	B2
W	maillol	n	0.0	C2
W	maillot	n	0.0	C2
W	mailman	n	2.9	C2
W	mailsorter	n	0.0	C2
W	maim	v	0.0	C2
W	maimed	an	2.9	C2
W	maimer	n	0.0	C2
W	maimonides	n	0.0	C2
W	main	an	5.0	A2
W	maine	n	3.9	B2
W	mainer	n	0.0	C2
W	mainframe	n	0.0	C2
W	mainland	n	4.0	B2
W	mainline	v	0.0	C2
W	mainly	r	4.4	B1
W	mainmast	n	0.0	C2
W	mainsail	n	0.0	C2
W	mainsheet	n	0.0	C2
W	mainspring	n	0.0	C2
W	mainstay	n	0.0	C2
W	mainstream	n	3.2	C1
W	mainstreamed	a	0.0	C2
W	maintain	v	4.7	B1
W	maintainable	a	0.0	C2
W	maintained	a	4.6	B1
W	maintainer	n	0.0	C2
W	maintenance	n	4.7	B1
W	maintenon	n	0.0	C2
W	maiolica	n	0.0	C2
W	maisonette	n	0.0	C2
W	maisonnette	n	0.0	C2
W	maitland	n	2.9	C2
W	maitreya	n	0.0	C2
W	maize	n	0.0	C2
W	maja	n	0.0	C2
W	majagua	n	0.0	C2
W	majestic	a	3.9	B2
W	majestically	r	2.9	C2
W	majesty	n	2.9	C2
W	majidae	n	0.0	C2
W	majolica	n	0.0	C2
W	major	anv	5.3	A2
W	majorana	n	0.0	C2
W	majorca	n	0.0	C2
W	majorette	n	0.0	C2
W	majority	n	4.7	B1
W	majors	n	3.4	C1
W	majuscular	a	0.0	C2
W	majuscule	an	0.0	C2
W	mak	n	0.0	C2
W	makaira	n	0.0	C2
W	makalu	n	0.0	C2
W	makataimeshekiakiak	n	0.0	C2
W	make	nv	5.8	A1
W	makedonija	n	0.0	C2
W	makeover	n	0.0	C2
W	maker	n	4.0	B2
W	makeready	n	0.0	C2
W	makeshift	an	3.7	B2
W	makeup	n	2.9	C2
W	makeweight	n	0.0	C2
W	makin	n	0.0	C2
W	making	n	5.3	A2
W	mako	n	0.0	C2
W	makomako	n	0.0	C2
W	malabo	n	0.0	C2
W	malabsorption	n	0.0	C2
W	malacanthidae	n	0.0	C2
W	malacca	n	0.0	C2
W	malachi	n	0.0	C2
W	malachias	n	0.0	C2
W	malachite	n	0.0	C2
W	malacia	n	0.0	C2
W	malaclemys	n	0.0	C2
W	malacologist	n	0.0	C2
W	malacology	n	0.0	C2
W	malaconotinae	n	0.0	C2
W	malacopterygian	n	0.0	C2
W	malacopterygii	n	0.0	C2
W	malacosoma	n	0.0	C2
W	malacostraca	n	0.0	C2
W	malacothamnus	n	0.0	C2
W	maladaptive	a	2.9	C2
W	maladjusted	a	3.4	C1
W	maladjustive	a	0.0	C2
W	maladjustment	n	3.7	B2
W	maladroit	a	2.9	C2
W	maladroitly	r	0.0	C2
W	maladroitness	n	0.0	C2
W	malady	n	2.9	C2
W	malaga	n	0.0	C2
W	malahini	n	0.0	C2
W	malaise	n	3.9	B2
W	malamud	n	2.9	C2
W	malamute	n	0.0	C2
W	malanga	n	0.0	C2
W	malaprop	n	0.0	C2
W	malapropism	n	2.9	C2
W	malapropos	ar	0.0	C2
W	malar	n	0.0	C2
W	malaria	n	3.4	C1
W	malarial	a	0.0	C2
W	malarkey	n	0.0	C2
W	malarky	n	0.0	C2
W	malathion	n	0.0	C2
W	malawi	n	0.0	C2
W	malawian	an	0.0	C2
W	malaxis	n	0.0	C2
W	malay	an	2.9	C2
W	malaya	n	0.0	C2
W	malayalam	n	0.0	C2
W	malayan	an	0.0	C2
W	malaysia	n	0.0	C2
W	malaysian	an	0.0	C2
W	malcolmia	n	0.0	C2
W	malcontent	an	0.0	C2
W	maldivan	n	0.0	C2
W	maldives	n	0.0	C2
W	maldivian	n	0.0	C2
W	maldon	n	0.0	C2
W	male	an	4.5	B1
W	maleate	n	0.0	C2
W	maleberry	n	0.0	C2
W	malebranche	n	0.0	C2
W	malecite	n	0.0	C2
W	maledict	av	0.0	C2
W	malediction	n	2.9	C2
W	malefactor	n	0.0	C2
W	malefic	a	0.0	C2
W	maleficence	n	0.0	C2
W	maleficent	a	0.0	C2
W	malemute	n	0.0	C2
W	maleness	n	3.4	C1
W	maleo	n	0.0	C2
W	maleseet	n	0.0	C2
W	malevich	n	0.0	C2
W	malevolence	n	3.2	C1
W	malevolency	n	0.0	C2
W	malevolent	a	3.2	C1
W	malevolently	r	0.0	C2
W	malfeasance	n	0.0	C2
W	malfeasant	n	2.9	C2
W	malformation	n	0.0	C2
W	malformed	a	3.5	C1
W	malfunction	nv	0.0	C2
W	malfunctioning	a	2.9	C2
W	mali	n	2.9	C2
W	malian	an	0.0	C2
W	malice	n	3.2	C1
W	malicious	a	3.2	C1
W	maliciously	r	2.9	C2
W	maliciousness	n	0.0	C2
W	malign	av	2.9	C2
W	malignance	n	0.0	C2
W	malignancy	n	2.9	C2
W	malignant	a	0.0	C2
W	malignantly	r	0.0	C2
W	maligner	n	0.0	C2
W	malignity	n	0.0	C2
W	malignly	r	0.0	C2
W	malignment	n	0.0	C2
W	malik	n	0.0	C2
W	malinger	v	0.0	C2
W	malingerer	n	0.0	C2
W	malingering	n	3.2	C1
W	malinois	n	0.0	C2
W	malinowski	n	0.0	C2
W	mall	n	3.4	C1
W	mallard	n	0.0	C2
W	mallarme	n	0.0	C2
W	malleability	n	0.0	C2
W	malleable	a	2.9	C2
W	mallee	n	0.0	C2
W	mallet	n	0.0	C2
W	malleus	n	0.0	C2
W	mallon	n	0.0	C2
W	mallophaga	n	0.0	C2
W	mallotus	n	0.0	C2
W	mallow	n	0.0	C2
W	malmo	n	0.0	C2
W	malmsey	n	0.0	C2
W	malnourish	v	0.0	C2
W	malnourished	a	2.9	C2
W	malnourishment	n	0.0	C2
W	malnutrition	n	3.5	C1
W	malocclusion	n	3.7	B2
W	malodor	n	0.0	C2
W	malodorous	a	0.0	C2
W	malodorousness	n	0.0	C2
W	malodour	n	0.0	C2
W	malodourous	a	0.0	C2
W	malone	n	2.9	C2
W	malonylurea	n	0.0	C2
W	malope	n	0.0	C2
W	malopterurus	n	0.0	C2
W	malory	n	0.0	C2
W	malosma	n	0.0	C2
W	malpighi	n	0.0	C2
W	malpighia	n	0.0	C2
W	malpighiaceae	n	0.0	C2
W	malposed	a	2.9	C2
W	malposition	n	0.0	C2
W	malpractice	n	0.0	C2
W	malraux	n	4.0	B2
W	mals	n	0.0	C2
W	malt	nv	2.9	C2
W	malta	n	3.4	C1
W	malted	an	2.9	C2
W	maltese	an	3.4	C1
W	maltha	n	0.0	C2
W	malthus	n	0.0	C2
W	malthusian	an	0.0	C2
W	malthusianism	n	0.0	C2
W	malti	n	0.0	C2
W	maltman	n	0.0	C2
W	malto	n	0.0	C2
W	maltose	n	0.0	C2
W	maltreat	v	2.9	C2
W	maltreated	a	0.0	C2
W	maltreater	n	0.0	C2
W	maltreatment	n	0.0	C2
W	maltster	n	0.0	C2
W	malus	n	0.0	C2
W	malva	n	0.0	C2
W	malvaceae	n	0.0	C2
W	malvales	n	0.0	C2
W	malvasia	n	0.0	C2
W	malvastrum	n	0.0	C2
W	malvaviscus	n	0.0	C2
W	malversate	v	0.0	C2
W	malversation	n	0.0	C2
W	mam	n	0.0	C2
W	mama	n	4.6	B1
W	mamba	n	0.0	C2
W	mambo	nv	2.9	C2
W	mamet	n	0.0	C2
W	mamey	n	0.0	C2
W	mamilla	n	0.0	C2
W	mamma	n	3.8	B2
W	mammal	n	2.9	C2
W	mammalia	n	0.0	C2
W	mammalian	an	3.6	B2
W	mammalogist	n	0.0	C2
W	mammalogy	n	0.0	C2
W	mammary	a	0.0	C2
W	mammea	n	0.0	C2
W	mammee	n	0.0	C2
W	mammilla	n	0.0	C2
W	mammillaria	n	0.0	C2
W	mammogram	n	0.0	C2
W	mammography	n	0.0	C2
W	mammon	n	0.0	C2
W	mammoth	an	3.5	C1
W	mammothermography	n	0.0	C2
W	mammut	n	0.0	C2
W	mammuthus	n	0.0	C2
W	mammutidae	n	0.0	C2
W	mammy	n	0.0	C2
W	mamo	n	0.0	C2
W	mamoncillo	n	0.0	C2
W	man	nv	6.0	A1
W	manacle	nv	0.0	C2
W	manage	v	4.2	B1
W	manageability	n	0.0	C2
W	manageable	a	0.0	C2
W	manageableness	n	0.0	C2
W	manageably	r	0.0	C2
W	management	n	4.9	A2
W	manager	n	4.9	A2
W	manageress	n	0.0	C2
W	managerial	a	3.9	B2
W	managerially	r	0.0	C2
W	managership	n	0.0	C2
W	managua	n	2.9	C2
W	manakin	n	0.0	C2
W	manama	n	0.0	C2
W	manana	n	0.0	C2
W	manannan	n	0.0	C2
W	manat	n	0.0	C2
W	manatee	n	0.0	C2
W	manawydan	n	0.0	C2
W	manawyddan	n	0.0	C2
W	manchester	n	4.6	B1
W	manchu	n	0.0	C2
W	manchuria	n	0.0	C2
W	manchurian	a	0.0	C2
W	mancunian	an	0.0	C2
W	manda	n	0.0	C2
W	mandaean	an	0.0	C2
W	mandaeanism	n	0.0	C2
W	mandala	n	0.0	C2
W	mandalay	n	0.0	C2
W	mandamus	n	2.9	C2
W	mandara	n	0.0	C2
W	mandarin	n	2.9	C2
W	mandatary	n	0.0	C2
W	mandate	nv	3.8	B2
W	mandator	n	0.0	C2
W	mandatorily	r	0.0	C2
W	mandatory	an	3.7	B2
W	mande	n	0.0	C2
W	mandean	an	0.0	C2
W	mandeanism	n	0.0	C2
W	mandela	n	0.0	C2
W	mandelamine	n	0.0	C2
W	mandelbrot	n	0.0	C2
W	mandelshtam	n	0.0	C2
W	mandelstam	n	0.0	C2
W	mandevilla	n	0.0	C2
W	mandible	n	0.0	C2
W	mandibula	n	0.0	C2
W	mandibular	a	0.0	C2
W	mandibulate	a	0.0	C2
W	mandibulofacial	a	0.0	C2
W	mandioc	n	0.0	C2
W	mandioca	n	0.0	C2
W	mandola	n	0.0	C2
W	mandolin	n	0.0	C2
W	mandragora	n	0.0	C2
W	mandrake	n	0.0	C2
W	mandrel	n	2.9	C2
W	mandril	n	0.0	C2
W	mandrill	n	0.0	C2
W	mandrillus	n	0.0	C2
W	manduca	n	0.0	C2
W	manducate	v	0.0	C2
W	manduction	n	0.0	C2
W	mane	n	0.0	C2
W	manes	n	3.2	C1
W	manet	n	0.0	C2
W	maneuver	nv	3.6	B2
W	maneuverability	n	2.9	C2
W	maneuverable	a	0.0	C2
W	maneuverer	n	0.0	C2
W	manful	a	0.0	C2
W	manfully	r	0.0	C2
W	manfulness	n	0.0	C2
W	mangabey	n	0.0	C2
W	manganate	n	0.0	C2
W	manganese	n	2.9	C2
W	manganite	n	0.0	C2
W	mange	n	0.0	C2
W	manger	n	0.0	C2
W	mangey	a	0.0	C2
W	mangifera	n	0.0	C2
W	mangily	r	0.0	C2
W	manginess	n	0.0	C2
W	mangle	nv	0.0	C2
W	mangled	a	2.9	C2
W	mangler	n	0.0	C2
W	manglietia	n	0.0	C2
W	mango	n	0.0	C2
W	mangold	n	0.0	C2
W	mangonel	n	0.0	C2
W	mangosteen	n	0.0	C2
W	mangrove	n	0.0	C2
W	mangy	a	0.0	C2
W	manhandle	v	0.0	C2
W	manhattan	n	4.2	B1
W	manhole	n	0.0	C2
W	manhood	n	3.7	B2
W	manhunt	n	0.0	C2
W	mania	n	3.6	B2
W	maniac	an	3.5	C1
W	maniacal	a	2.9	C2
W	maniacally	r	0.0	C2
W	manic	a	3.2	C1
W	manichaean	an	0.0	C2
W	manichaeanism	n	0.0	C2
W	manichaeism	n	0.0	C2
W	manichean	an	0.0	C2
W	manichee	an	0.0	C2
W	maniclike	a	2.9	C2
W	manicotti	n	0.0	C2
W	manicure	nv	0.0	C2
W	manicurist	n	0.0	C2
W	manidae	n	0.0	C2
W	manifest	anv	3.9	B2
W	manifestation	n	3.7	B2
W	manifestly	r	3.6	B2
W	manifesto	n	0.0	C2
W	manifold	anv	4.0	B2
W	manihot	n	0.0	C2
W	manikin	n	2.9	C2
W	manila	n	3.2	C1
W	manilkara	n	0.0	C2
W	manilla	n	0.0	C2
W	manioc	n	0.0	C2
W	manioca	n	0.0	C2
W	manipulability	n	0.0	C2
W	manipulable	a	0.0	C2
W	manipulate	v	3.7	B2
W	manipulation	n	3.8	B2
W	manipulative	a	0.0	C2
W	manipulatively	r	0.0	C2
W	manipulator	n	0.0	C2
W	manipur	n	0.0	C2
W	maniraptor	n	0.0	C2
W	maniraptora	n	0.0	C2
W	manis	n	0.0	C2
W	manitoba	n	2.9	C2
W	mankato	n	0.0	C2
W	mankind	n	4.5	B1
W	manky	a	0.0	C2
W	manlike	a	0.0	C2
W	manliness	n	2.9	C2
W	manly	ar	3.2	C1
W	mann	n	3.2	C1
W	manna	n	0.0	C2
W	manned	a	4.0	B2
W	mannequin	n	2.9	C2
W	manner	n	5.0	A2
W	mannered	a	2.9	C2
W	mannerism	n	3.2	C1
W	mannerly	a	0.0	C2
W	manners	n	4.1	B2
W	mannheim	n	0.0	C2
W	mannikin	n	0.0	C2
W	mannish	a	0.0	C2
W	mannitol	n	0.0	C2
W	manoeuver	v	0.0	C2
W	manoeuvrability	n	0.0	C2
W	manoeuvrable	a	0.0	C2
W	manoeuvre	nv	0.0	C2
W	manoeuvrer	n	0.0	C2
W	manometer	n	3.7	B2
W	manor	n	3.6	B2
W	manorial	a	0.0	C2
W	manpad	n	0.0	C2
W	manpower	n	4.1	B2
W	manque	a	0.0	C2
W	manroot	n	0.0	C2
W	mansard	an	0.0	C2
W	mansart	n	0.0	C2
W	manse	n	2.9	C2
W	manservant	n	3.4	C1
W	mansfield	n	0.0	C2
W	mansi	n	0.0	C2
W	mansion	n	3.8	B2
W	manslaughter	n	3.5	C1
W	manslayer	n	0.0	C2
W	manson	n	0.0	C2
W	manta	n	0.0	C2
W	mantegna	n	2.9	C2
W	manteidae	n	0.0	C2
W	mantel	n	3.4	C1
W	mantelet	n	0.0	C2
W	mantell	n	0.0	C2
W	mantelpiece	n	0.0	C2
W	manteodea	n	0.0	C2
W	mantic	a	2.9	C2
W	mantichora	n	0.0	C2
W	manticora	n	0.0	C2
W	manticore	n	0.0	C2
W	mantid	n	0.0	C2
W	mantidae	n	0.0	C2
W	mantiger	n	0.0	C2
W	mantilla	n	0.0	C2
W	mantinea	n	0.0	C2
W	mantineia	n	0.0	C2
W	mantis	n	0.0	C2
W	mantispid	n	0.0	C2
W	mantispidae	n	0.0	C2
W	mantissa	n	0.0	C2
W	mantle	nv	4.6	B1
W	mantled	a	0.0	C2
W	mantlepiece	n	2.9	C2
W	mantlet	n	0.0	C2
W	mantophasmatodea	n	0.0	C2
W	mantra	n	0.0	C2
W	mantrap	n	2.9	C2
W	mantua	n	0.0	C2
W	manual	an	3.9	B2
W	manually	r	3.4	C1
W	manubrium	n	0.0	C2
W	manufactory	n	0.0	C2
W	manufacture	nv	4.2	B1
W	manufactured	a	4.0	B2
W	manufacturer	n	4.3	B1
W	manufacturing	n	4.3	B1
W	manul	n	0.0	C2
W	manumission	n	2.9	C2
W	manumit	v	0.0	C2
W	manumitter	n	0.0	C2
W	manure	nv	3.7	B2
W	manus	n	0.0	C2
W	manuscript	n	3.8	B2
W	manx	an	0.0	C2
W	many	a	5.9	A1
W	manzanilla	n	0.0	C2
W	manzanita	n	2.9	C2
W	manzoni	n	0.0	C2
W	mao	n	3.8	B2
W	maoi	n	0.0	C2
W	maoism	n	0.0	C2
W	maoist	an	0.0	C2
W	maori	n	0.0	C2
W	map	nv	4.0	B2
W	mapinguari	n	0.0	C2
W	maple	n	3.8	B2
W	maplelike	a	0.0	C2
W	mapmaking	n	0.0	C2
W	mapper	n	0.0	C2
W	mapping	n	3.8	B2
W	mapquest	nv	0.0	C2
W	maputo	n	0.0	C2
W	maquiladora	n	0.0	C2
W	maquis	n	0.0	C2
W	maquisard	n	0.0	C2
W	mar	nv	3.5	C1
W	mara	n	0.0	C2
W	marabou	n	0.0	C2
W	marabout	n	0.0	C2
W	maraca	n	0.0	C2
W	maracaibo	n	0.0	C2
W	maracay	n	0.0	C2
W	maraco	n	0.0	C2
W	marang	n	0.0	C2
W	maranta	n	0.0	C2
W	marantaceae	n	0.0	C2
W	marasca	n	0.0	C2
W	maraschino	n	0.0	C2
W	marasmius	n	0.0	C2
W	marasmus	n	0.0	C2
W	marat	n	0.0	C2
W	maratha	n	0.0	C2
W	marathi	n	0.0	C2
W	marathon	n	2.9	C2
W	marathoner	n	0.0	C2
W	marattia	n	0.0	C2
W	marattiaceae	n	0.0	C2
W	marattiales	n	0.0	C2
W	maraud	nv	0.0	C2
W	marauder	n	0.0	C2
W	marauding	a	0.0	C2
W	maravilla	n	0.0	C2
W	marble	nv	4.3	B1
W	marbled	a	0.0	C2
W	marbleisation	n	0.0	C2
W	marbleise	v	0.0	C2
W	marbleised	a	0.0	C2
W	marbleising	n	0.0	C2
W	marbleization	n	0.0	C2
W	marbleize	v	0.0	C2
W	marbleized	a	2.9	C2
W	marbleizing	n	2.9	C2
W	marbles	n	3.4	C1
W	marblewood	n	0.0	C2
W	marbling	n	0.0	C2
W	marc	n	3.2	C1
W	marceau	n	0.0	C2
W	marcel	nv	2.9	C2
W	march	nv	5.0	A2
W	marchantia	n	0.0	C2
W	marchantiaceae	n	0.0	C2
W	marchantiales	n	0.0	C2
W	marche	n	0.0	C2
W	marcher	n	0.0	C2
W	marches	n	3.8	B2
W	marching	n	4.1	B2
W	marchioness	n	0.0	C2
W	marchland	n	0.0	C2
W	marchpane	n	0.0	C2
W	marciano	n	0.0	C2
W	marcionism	n	0.0	C2
W	marconi	n	0.0	C2
W	marcuse	n	0.0	C2
W	marduk	n	0.0	C2
W	mare	n	4.1	B2
W	marengo	n	0.0	C2
W	margarin	n	0.0	C2
W	margarine	n	0.0	C2
W	margarita	n	0.0	C2
W	margasivsa	n	0.0	C2
W	margate	n	0.0	C2
W	margay	n	0.0	C2
W	marge	n	0.0	C2
W	margin	n	3.9	B2
W	marginal	a	4.4	B1
W	marginalia	n	0.0	C2
W	marginalisation	n	0.0	C2
W	marginalise	v	0.0	C2
W	marginality	n	3.2	C1
W	marginalization	n	0.0	C2
W	marginalize	v	0.0	C2
W	marginally	r	2.9	C2
W	marginocephalia	n	0.0	C2
W	marginocephalian	n	0.0	C2
W	margosa	n	0.0	C2
W	margrave	n	0.0	C2
W	marguerite	n	0.0	C2
W	mari	n	0.0	C2
W	maria	n	4.0	B2
W	mariachi	n	0.0	C2
W	marian	a	0.0	C2
W	marianas	n	0.0	C2
W	maricopa	n	0.0	C2
W	mariehamn	n	0.0	C2
W	marigold	n	0.0	C2
W	marihuana	n	0.0	C2
W	marijuana	n	3.9	B2
W	marimba	n	2.9	C2
W	marina	n	3.9	B2
W	marinade	nv	2.9	C2
W	marinara	n	0.0	C2
W	marinate	v	0.0	C2
W	marine	an	4.7	B1
W	marineland	n	0.0	C2
W	mariner	n	2.9	C2
W	marines	n	4.0	B2
W	marini	n	0.0	C2
W	marino	n	0.0	C2
W	marionette	n	0.0	C2
W	mariposa	n	0.0	C2
W	mariposan	n	0.0	C2
W	marital	a	3.9	B2
W	mariticide	n	0.0	C2
W	maritime	a	3.5	C1
W	maritimes	n	0.0	C2
W	marjoram	n	0.0	C2
W	mark	nv	4.9	A2
W	marked	a	4.9	A2
W	markedly	r	3.5	C1
W	marker	n	3.6	B2
W	market	nv	5.1	A2
W	marketable	a	3.5	C1
W	marketer	n	0.0	C2
W	marketing	n	4.6	B1
W	marketplace	n	3.4	C1
W	markhoor	n	0.0	C2
W	markhor	n	0.0	C2
W	marking	n	4.0	B2
W	markka	n	0.0	C2
W	markoff	n	0.0	C2
W	markov	n	0.0	C2
W	markova	n	0.0	C2
W	markovian	a	0.0	C2
W	marks	n	4.4	B1
W	marksman	n	3.8	B2
W	marksmanship	n	3.5	C1
W	markup	n	0.0	C2
W	markweed	n	0.0	C2
W	marl	n	0.0	C2
W	marlberry	n	0.0	C2
W	marley	n	0.0	C2
W	marlin	n	3.2	C1
W	marline	n	0.0	C2
W	marlinespike	n	0.0	C2
W	marlingspike	n	0.0	C2
W	marlinspike	n	0.0	C2
W	marlite	n	0.0	C2
W	marlowe	n	3.5	C1
W	marlstone	n	0.0	C2
W	marly	a	0.0	C2
W	marmalade	n	2.9	C2
W	marmara	n	3.4	C1
W	marmite	n	0.0	C2
W	marmora	n	0.0	C2
W	marmoreal	a	0.0	C2
W	marmorean	a	0.0	C2
W	marmoset	n	0.0	C2
W	marmot	n	0.0	C2
W	marmota	n	0.0	C2
W	maroc	an	2.9	C2
W	marocain	n	0.0	C2
W	maroon	anv	3.4	C1
W	marooned	a	2.9	C2
W	marplan	n	0.0	C2
W	marquand	n	0.0	C2
W	marque	n	0.0	C2
W	marquee	n	0.0	C2
W	marquess	n	2.9	C2
W	marqueterie	n	0.0	C2
W	marquetry	n	0.0	C2
W	marquette	n	2.9	C2
W	marquis	n	3.5	C1
W	marquise	n	0.0	C2
W	marrakech	n	0.0	C2
W	marrakesh	n	0.0	C2
W	marrano	n	0.0	C2
W	marred	a	3.5	C1
W	marri	n	0.0	C2
W	marriage	n	4.9	A2
W	marriageability	n	0.0	C2
W	marriageable	a	0.0	C2
W	married	an	5.0	A2
W	marrow	n	3.6	B2
W	marrowbone	n	0.0	C2
W	marrubium	n	0.0	C2
W	marruecos	n	0.0	C2
W	marry	v	4.2	B1
W	mars	n	4.3	B1
W	marsala	n	0.0	C2
W	marseillaise	n	0.0	C2
W	marseille	n	0.0	C2
W	marseilles	n	2.9	C2
W	marsh	n	3.5	C1
W	marshal	nv	4.4	B1
W	marshall	n	4.4	B1
W	marshals	n	0.0	C2
W	marshalship	n	0.0	C2
W	marshland	n	0.0	C2
W	marshmallow	n	0.0	C2
W	marshy	a	0.0	C2
W	marsilea	n	0.0	C2
W	marsileaceae	n	0.0	C2
W	marstan	n	0.0	C2
W	marsupial	an	0.0	C2
W	marsupialia	n	0.0	C2
W	marsupium	n	0.0	C2
W	mart	n	3.2	C1
W	martagon	n	0.0	C2
W	marten	n	0.0	C2
W	martensite	n	0.0	C2
W	martes	n	0.0	C2
W	marti	n	0.0	C2
W	martial	an	0.0	C2
W	martially	r	0.0	C2
W	martian	an	3.6	B2
W	martin	n	4.7	B1
W	martinet	n	0.0	C2
W	martingale	n	2.9	C2
W	martini	n	3.7	B2
W	martinique	n	2.9	C2
W	martinmas	n	0.0	C2
W	martynia	n	0.0	C2
W	martyniaceae	n	0.0	C2
W	martyr	nv	3.8	B2
W	martyrdom	n	2.9	C2
W	martyrise	v	0.0	C2
W	martyrize	v	0.0	C2
W	marum	n	2.9	C2
W	marumi	n	0.0	C2
W	marupa	n	0.0	C2
W	marut	n	0.0	C2
W	marvel	nv	3.7	B2
W	marvell	n	0.0	C2
W	marveller	n	0.0	C2
W	marvellous	a	0.0	C2
W	marvellously	r	0.0	C2
W	marvelous	a	4.0	B2
W	marvelously	r	2.9	C2
W	marx	n	3.8	B2
W	marxism	n	0.0	C2
W	marxist	an	3.4	C1
W	mary	n	4.9	A2
W	maryland	n	4.3	B1
W	marylander	n	0.0	C2
W	marzipan	n	0.0	C2
W	masa	n	0.0	C2
W	masai	n	0.0	C2
W	mascara	n	2.9	C2
W	mascarpone	n	0.0	C2
W	mascot	n	0.0	C2
W	masculine	an	3.8	B2
W	masculinisation	n	0.0	C2
W	masculinise	v	0.0	C2
W	masculinity	n	2.9	C2
W	masculinization	n	0.0	C2
W	masculinize	v	0.0	C2
W	masdevallia	n	0.0	C2
W	masefield	n	0.0	C2
W	maser	n	2.9	C2
W	maseru	n	0.0	C2
W	mash	nv	2.9	C2
W	masher	n	0.0	C2
W	mashhad	n	0.0	C2
W	mashi	n	0.0	C2
W	mashie	n	0.0	C2
W	mashriq	n	0.0	C2
W	masjid	n	0.0	C2
W	mask	nv	3.9	B2
W	masked	a	3.5	C1
W	masker	n	0.0	C2
W	masking	n	2.9	C2
W	masochism	n	0.0	C2
W	masochist	n	0.0	C2
W	masochistic	a	0.0	C2
W	masochistically	r	0.0	C2
W	mason	n	4.3	B1
W	masonic	a	3.4	C1
W	masonite	n	0.0	C2
W	masonry	n	3.7	B2
W	masora	n	0.0	C2
W	masorah	n	0.0	C2
W	masorete	n	0.0	C2
W	masoretic	a	0.0	C2
W	masorite	n	0.0	C2
W	masoud	n	0.0	C2
W	masqat	n	0.0	C2
W	masque	n	2.9	C2
W	masquer	n	0.0	C2
W	masquerade	nv	3.2	C1
W	masquerader	n	0.0	C2
W	mass	anv	4.9	A2
W	massachuset	n	0.0	C2
W	massachusetts	n	4.6	B1
W	massacre	nv	2.9	C2
W	massage	nv	3.2	C1
W	massager	n	0.0	C2
W	massasauga	n	0.0	C2
W	massasoit	n	0.0	C2
W	massawa	n	0.0	C2
W	masse	n	0.0	C2
W	massenet	n	0.0	C2
W	masses	n	4.3	B1
W	masseter	n	0.0	C2
W	masseur	n	3.4	C1
W	masseuse	n	0.0	C2
W	massicot	n	0.0	C2
W	massicotite	n	0.0	C2
W	massif	n	0.0	C2
W	massine	n	0.0	C2
W	massive	a	4.5	B1
W	massively	r	0.0	C2
W	massiveness	n	0.0	C2
W	massorete	n	0.0	C2
W	mast	n	3.7	B2
W	mastaba	n	0.0	C2
W	mastabah	n	0.0	C2
W	mastalgia	n	0.0	C2
W	mastectomy	n	0.0	C2
W	masted	a	0.0	C2
W	master	anv	4.8	A2
W	mastered	a	3.6	B2
W	masterful	a	3.2	C1
W	masterfully	r	2.9	C2
W	mastering	n	2.9	C2
W	masterless	a	0.0	C2
W	masterly	a	2.9	C2
W	mastermind	nv	0.0	C2
W	masterpiece	n	3.9	B2
